id,pdf_link
6871,
6873,
6875,
6877,
6879,
6881,
6883,
6885,
6887,
6889,
6891,
6893,
6895,
6897,
6899,
6901,
6903,
6905,
6907,
6909,
6911,
6913,
6915,
6917,
6919,
6921,
6923,
6937,
6939,
6941,
6943,
6947,
6949,
6951,
6953,
6955,
6957,
6959,
6961,
6963,
6965,
6976,
6978,
6980,
6982,
6984,
6986,
6988,
6990,
6992,
6994,
6996,
6998,
7000,
7002,
7004,
7006,
7011,
7013,
7018,
7020,
7022,
7024,
7026,
7028,
7034,
7036,
7057,
7059,
7061,
7063,
7065,
7067,
7069,
7071,
7073,
7075,
7077,
7079,
7081,
7083,
7085,
7087,
7089,
7091,
7093,
7100,
7102,
7104,
7106,
7108,
7110,
7112,
7114,
7116,
7118,
7120,
7122,
7124,
7126,
7130,
7132,
7134,
7136,
7138,
7140,
7142,
7144,
7146,
7160,
7162,
7164,
7167,
7169,
7171,
7173,
7175,
7177,
7179,
7181,
7183,
7190,
7192,
7194,
7196,
7198,
7200,
7202,
7204,
7206,
7208,
7210,
7212,
7214,
7245,
7247,
7249,
7251,
7254,
7256,
7258,
7260,
7263,
7265,
7267,
7269,
7271,
7273,
7275,
7277,
7279,
7281,
7283,
7285,
7287,
7289,
7291,
7293,
7295,
7297,
7299,
7301,
7303,
7305,
7307,
7309,
7311,
7313,
7319,
7321,
7323,
7325,
7327,
7329,
7331,
7333,
7335,
7337,
7339,
7341,
7344,
7346,
7348,
7350,
7352,
7356,
7358,
7360,
7362,
7364,
7366,
7368,
7370,
7382,
7386,
7388,
7390,
7392,
7394,
7396,
7398,
7414,
7426,
7428,
7430,
7432,
7434,
7436,
7438,
7440,
7442,
7444,
7446,
7448,
7450,
7452,
7454,
7456,
7458,
7460,
7462,
7464,
7466,
7468,
7470,
7472,
7474,
7476,
7478,
7487,
7489,
7491,
7493,
7512,https://www.ft.dk/samling/20131/spoergsmaal/S1/svar/1079897/1287509.pdf
7514,https://www.ft.dk/samling/20131/spoergsmaal/S2/svar/1080437/1288176.pdf
7516,https://www.ft.dk/samling/20131/spoergsmaal/S3/svar/1080873/1288869.pdf
7518,https://www.ft.dk/samling/20131/spoergsmaal/S4/svar/1080677/1288496.pdf
7520,https://www.ft.dk/samling/20131/spoergsmaal/S6/svar/1079704/1287227.pdf
7522,https://www.ft.dk/samling/20131/spoergsmaal/S5/svar/1079900/1287516.pdf
7524,https://www.ft.dk/samling/20131/spoergsmaal/S9/svar/1080438/1288179.pdf
7526,https://www.ft.dk/samling/20131/spoergsmaal/S8/svar/1079895/1287506.pdf
7528,https://www.ft.dk/samling/20131/spoergsmaal/S7/svar/1080881/1288874.pdf
7530,https://www.ft.dk/samling/20131/spoergsmaal/S10/svar/1080678/1288498.pdf
7532,https://www.ft.dk/samling/20131/spoergsmaal/S11/svar/1079894/1287504.pdf
7534,https://www.ft.dk/samling/20131/spoergsmaal/S12/svar/1080882/1288876.pdf
7536,https://www.ft.dk/samling/20131/spoergsmaal/S13/svar/1080767/1288653.pdf
7538,https://www.ft.dk/samling/20131/spoergsmaal/S15/svar/1079892/1287499.pdf
7540,https://www.ft.dk/samling/20131/spoergsmaal/S14/svar/1080889/1288879.pdf
7542,https://www.ft.dk/samling/20131/spoergsmaal/S16/svar/1080917/1288904.pdf
7544,https://www.ft.dk/samling/20131/spoergsmaal/S17/svar/1080425/1288158.pdf
7546,https://www.ft.dk/samling/20131/spoergsmaal/S18/svar/1079891/1287497.pdf
7548,https://www.ft.dk/samling/20131/spoergsmaal/S19/svar/1079985/1287637.pdf
7550,https://www.ft.dk/samling/20131/spoergsmaal/S20/svar/1080376/1288052.pdf
7552,https://www.ft.dk/samling/20131/spoergsmaal/S21/svar/1079889/1287492.pdf
7554,https://www.ft.dk/samling/20131/spoergsmaal/S22/svar/1079887/1287488.pdf
7556,https://www.ft.dk/samling/20131/spoergsmaal/S23/svar/1080367/1288035.pdf
7558,https://www.ft.dk/samling/20131/spoergsmaal/S24/svar/1080372/1288045.pdf
7560,https://www.ft.dk/samling/20131/spoergsmaal/S25/svar/1079886/1287486.pdf
7562,https://www.ft.dk/samling/20131/spoergsmaal/S26/svar/1078677/1286172.pdf
7564,https://www.ft.dk/samling/20131/spoergsmaal/S27/svar/1079849/1287395.pdf
7566,https://www.ft.dk/samling/20131/spoergsmaal/S28/svar/1079842/1287372.pdf
7568,https://www.ft.dk/samling/20131/spoergsmaal/S29/svar/1078680/1286182.pdf
7570,https://www.ft.dk/samling/20131/spoergsmaal/S30/svar/1078667/1286161.pdf
7572,https://www.ft.dk/samling/20131/spoergsmaal/S31/svar/1080485/1288217.pdf
7574,https://www.ft.dk/samling/20131/spoergsmaal/S32/svar/1080639/1288417.pdf
7576,https://www.ft.dk/samling/20131/spoergsmaal/S33/svar/1080642/1288421.pdf
7578,https://www.ft.dk/samling/20131/spoergsmaal/S34/svar/1080667/1288478.pdf
7580,https://www.ft.dk/samling/20131/spoergsmaal/S35/svar/1080496/1288239.pdf
7582,https://www.ft.dk/samling/20131/spoergsmaal/S36/svar/1079838/1287362.pdf
7584,https://www.ft.dk/samling/20131/spoergsmaal/S37/svar/1080670/1288483.pdf
7586,https://www.ft.dk/samling/20131/spoergsmaal/S38/svar/1079837/1287360.pdf
7588,https://www.ft.dk/samling/20131/spoergsmaal/S39/svar/1083568/1293295.pdf
7590,https://www.ft.dk/samling/20131/spoergsmaal/S40/svar/1080498/1288242.pdf
7602,https://www.ft.dk/samling/20131/spoergsmaal/S41/svar/1079904/1287523.pdf
7604,https://www.ft.dk/samling/20131/spoergsmaal/S42/svar/1080671/1288485.pdf
7609,https://www.ft.dk/samling/20131/spoergsmaal/S43/svar/1080441/1288183.pdf
7611,https://www.ft.dk/samling/20131/spoergsmaal/S44/svar/1079941/1287548.pdf
7613,https://www.ft.dk/samling/20131/spoergsmaal/S45/svar/1080673/1288489.pdf
7615,https://www.ft.dk/samling/20131/spoergsmaal/S46/svar/1080891/1288881.pdf
7617,https://www.ft.dk/samling/20131/spoergsmaal/S47/svar/1080676/1288494.pdf
7619,https://www.ft.dk/samling/20131/spoergsmaal/S48/svar/1079945/1287559.pdf
7621,https://www.ft.dk/samling/20131/spoergsmaal/S49/svar/1080920/1288908.pdf
7623,https://www.ft.dk/samling/20131/spoergsmaal/S50/svar/1080894/1288888.pdf
7625,https://www.ft.dk/samling/20131/spoergsmaal/S51/svar/1080927/1288912.pdf
